CGPA,IQ,Communication,Programming,Internship,Projects,Attendance,Placement
7.35,99,7,9,0,3,98,1
6.55,105,4,10,2,4,80,1
9.54,106,6,7,2,1,65,1
6.28,94,7,6,3,0,93,1
8.07,102,8,8,1,4,79,1
6.82,130,10,10,3,1,76,1
5.88,100,5,7,2,5,96,1
5.77,126,1,9,0,4,63,1
6.16,136,4,9,1,5,65,1
8.26,111,1,5,0,3,62,1
7.1,91,8,5,0,0,64,1
6.76,131,6,4,1,5,88,1
7.35,139,3,8,0,2,92,1
5.26,137,2,2,2,6,99,1
7.25,137,1,10,2,1,71,1
9.21,86,9,6,3,4,79,1
8.22,99,8,4,0,4,80,1
8.08,119,9,4,0,2,76,1
8.46,108,10,7,3,1,80,1
6.81,113,9,5,0,3,75,1
8.46,132,6,1,2,4,67,1
6.21,96,4,5,2,5,89,1
7.7,112,3,5,1,1,86,1
5.57,80,10,3,0,3,86,1
8.0,97,10,3,0,3,67,1
6.4,118,1,4,1,2,98,1
8.39,138,5,4,1,3,94,1
9.72,90,2,1,0,2,90,1
8.7,120,1,4,2,4,73,1
5.95,134,6,1,3,3,60,1
5.9,102,6,9,1,5,84,1
7.82,108,4,1,1,2,84,1
5.84,130,2,7,2,5,97,1
7.07,116,6,10,1,2,91,1
5.21,114,4,4,2,5,83,1
5.92,108,1,3,0,0,97,0
8.07,93,5,10,2,1,80,1
9.09,139,2,1,3,1,68,1
6.77,101,8,2,0,6,82,1
5.76,82,9,9,1,3,98,1
9.4,90,3,4,3,3,96,1
8.15,87,3,9,1,3,66,1
8.96,136,10,1,0,4,93,1
8.68,137,9,5,0,4,69,1
5.55,83,4,9,2,5,83,1
9.93,134,2,8,1,2,85,1
6.86,134,1,9,2,6,77,1
8.26,98,7,2,3,1,88,1
6.15,110,10,2,1,2,96,1
6.77,136,9,7,0,6,77,1
6.25,91,6,10,0,3,80,1
8.88,114,10,7,2,2,63,1
9.61,105,9,8,1,4,73,1
5.12,118,9,5,3,1,81,1
5.4,96,8,3,1,3,90,1
9.24,113,9,10,2,2,79,1
5.21,102,1,5,1,4,75,1
5.42,83,8,4,2,3,78,1
5.2,87,4,2,3,6,92,1
9.24,111,5,7,2,1,97,1
9.68,134,8,10,3,3,63,1
9.42,124,4,1,0,0,64,1
9.04,95,8,9,2,2,79,1
9.35,127,10,5,2,3,79,1
9.02,101,6,9,1,4,87,1
7.04,106,7,6,2,3,82,1
7.81,85,3,9,2,3,77,1
8.59,131,5,2,1,5,73,1
8.0,87,10,8,1,1,65,1
6.44,98,5,3,3,2,94,1
6.53,132,1,9,0,4,70,1
5.96,116,1,3,2,6,98,1
5.08,92,9,8,0,4,88,1
7.68,111,6,1,0,0,100,1
5.61,90,3,4,1,4,90,1
5.06,110,4,9,3,6,70,1
7.38,117,7,3,2,4,77,1
6.51,108,3,4,2,3,79,1
5.38,102,2,9,3,4,75,1
9.2,135,8,7,3,0,74,1
8.77,127,3,1,1,3,66,1
7.45,116,5,5,1,1,68,1
7.29,140,5,8,2,6,88,1
7.29,94,9,4,1,1,73,1
9.88,136,3,3,1,3,96,1
7.86,116,10,8,1,2,88,1
9.15,136,8,10,0,0,88,1
8.25,99,9,7,3,3,88,1
5.48,111,6,4,2,2,70,1
8.55,123,1,1,0,6,99,1
8.97,133,6,6,0,4,70,1
5.39,131,1,4,3,5,92,1
5.63,90,1,2,2,5,77,1
6.03,110,6,6,1,6,67,1
7.89,133,5,4,0,6,70,1
9.05,92,6,7,3,5,63,1
9.73,82,10,9,1,4,68,1
9.8,94,2,2,0,6,91,1
7.28,99,7,10,1,0,76,1
5.33,112,7,4,0,0,66,0
7.26,132,6,6,1,4,60,1
8.07,87,7,4,2,4,65,1
9.07,136,9,5,1,4,96,1
8.15,135,6,1,2,3,94,1
5.06,102,2,2,2,5,73,1
6.4,133,4,5,0,4,63,1
9.04,114,5,5,0,1,79,1
7.34,136,6,9,3,0,94,1
7.15,93,4,6,0,6,78,1
9.87,119,8,7,2,5,62,1
9.56,122,7,4,1,2,71,1
6.69,92,3,4,0,3,73,0
9.89,139,10,10,3,2,71,1
7.05,86,7,10,0,5,69,1
9.04,92,3,2,3,0,71,1
5.71,135,1,2,1,2,83,1
6.02,112,9,1,0,2,81,1
7.59,81,2,9,0,6,86,1
9.48,137,5,6,0,4,100,1
8.13,99,2,9,2,0,60,1
8.28,119,9,8,1,2,76,1
7.08,121,3,7,1,4,60,1
7.55,129,10,7,3,2,67,1
9.6,96,3,9,3,5,85,1
9.27,129,5,1,3,2,99,1
5.92,93,7,4,3,3,66,1
6.78,114,9,8,2,3,72,1
5.47,102,6,8,0,3,86,1
9.91,133,8,4,2,0,91,1
6.23,105,10,4,1,5,95,1
5.18,124,3,5,2,0,84,1
9.27,136,8,7,3,5,78,1
9.13,87,1,4,0,4,70,1
6.6,97,2,7,0,0,90,1
9.28,121,9,10,2,0,88,1
9.52,109,2,6,1,3,84,1
6.64,106,8,3,1,4,63,1
5.43,112,3,9,3,6,62,1
9.85,128,10,9,0,2,76,1
8.49,90,4,3,2,5,95,1
7.09,117,7,6,3,2,93,1
9.71,140,8,10,3,3,87,1
6.44,92,9,4,0,2,65,1
7.15,112,3,6,3,3,96,1
5.71,107,7,9,1,3,82,1
7.61,106,5,6,2,6,95,1
5.08,82,8,10,0,5,69,1
8.3,83,1,5,2,6,90,1
8.59,114,10,1,0,6,98,1
8.25,96,8,1,1,5,62,1
7.32,94,1,5,2,4,61,1
6.36,100,5,1,3,3,71,1
7.76,100,8,2,3,2,76,1
6.58,92,6,6,1,6,76,1
6.83,126,9,5,1,0,71,1
6.64,89,7,3,2,3,65,1
6.48,133,6,1,1,2,67,1
8.09,106,3,1,3,1,88,1
7.78,104,2,2,1,0,79,1
5.05,135,2,9,1,6,74,1
5.0,134,9,9,2,1,95,1
9.85,96,7,6,3,5,62,1
7.8,107,9,8,0,4,76,1
8.87,105,2,10,0,0,98,1
7.93,92,2,1,1,5,91,1
5.44,84,5,9,0,6,62,1
6.75,97,5,1,3,1,70,1
7.63,125,3,10,2,3,76,1
7.65,135,5,4,2,4,90,1
9.46,122,6,3,1,2,84,1
9.07,89,9,1,1,4,85,1
8.85,94,8,7,0,4,100,1
5.87,87,4,5,1,5,65,1
8.54,125,1,7,2,1,72,1
5.4,123,4,1,0,6,88,1
9.49,100,10,10,0,3,71,1
5.65,128,3,1,2,3,62,0
7.94,96,8,9,0,6,89,1
5.86,106,3,4,1,3,63,1
7.49,88,9,3,1,3,68,1
9.12,95,1,2,2,5,88,1
5.16,140,10,10,2,1,63,1
6.89,82,6,2,1,1,88,1
7.59,119,1,5,3,2,73,1
9.27,136,10,1,1,0,79,1
5.53,101,5,1,0,6,82,0
6.58,97,3,3,3,5,95,1
6.31,106,9,7,2,6,98,1
6.46,135,9,5,1,2,86,1
7.92,122,10,2,2,5,61,1
6.07,112,5,9,3,2,76,1
7.48,125,3,4,0,3,76,1
6.12,83,1,9,0,4,72,1
6.55,96,3,9,1,2,94,1
7.47,139,1,10,2,2,99,1
5.11,108,8,3,3,3,99,1
5.63,91,6,1,0,0,100,0
8.2,134,7,5,0,0,62,1
6.0,133,10,5,0,1,72,1
7.28,130,3,8,3,3,67,1
5.46,120,3,10,2,4,79,1
8.2,98,1,2,3,2,86,1
7.94,122,5,7,3,1,71,1
9.3,112,10,1,2,6,95,1
6.48,111,4,3,3,5,64,1
7.44,104,9,10,2,1,74,1
7.18,84,2,6,0,2,73,1
7.5,103,9,4,1,6,97,1
5.03,99,6,1,3,0,68,1
5.61,90,7,2,1,1,97,1
6.54,140,1,6,0,2,82,1
6.27,86,2,10,1,5,74,1
6.7,121,6,10,0,4,72,1
7.59,85,3,5,3,2,60,1
6.25,113,10,8,0,3,93,1
9.83,126,4,7,0,0,68,1
6.48,96,5,1,3,6,81,1
8.88,96,7,4,0,6,91,1
6.56,102,1,7,3,5,91,1
9.61,96,9,5,3,0,70,1
8.44,89,1,1,2,3,61,1
5.26,100,1,7,1,3,92,1
9.02,100,2,9,3,0,87,1
9.43,80,9,1,0,4,64,1
7.01,135,1,4,3,6,70,1
9.98,107,3,6,3,6,85,1
6.97,84,6,5,1,1,77,1
7.68,84,6,6,1,2,68,1
8.39,129,9,6,2,6,90,1
6.76,80,7,3,1,1,97,1
9.53,90,2,3,3,4,63,1
6.8,98,3,6,2,1,64,1
8.39,90,2,1,0,4,100,1
6.91,123,3,2,2,6,76,1
7.29,104,2,7,2,6,70,1
5.91,87,4,5,3,3,71,1
9.97,135,1,7,1,2,100,1
8.68,107,3,5,0,6,83,1
6.86,93,1,8,1,0,64,1
6.37,106,2,4,0,6,62,1
5.75,103,3,7,1,3,79,1
6.79,125,1,10,3,3,81,1
5.51,133,7,6,2,6,85,1
6.49,105,2,10,2,1,77,1
6.49,119,6,1,2,0,71,1
6.17,119,1,3,1,4,77,1
5.05,110,2,3,1,4,100,1
5.98,130,9,1,1,2,99,1
6.29,109,10,7,0,6,64,1
9.06,98,2,4,3,4,94,1
5.85,109,1,9,0,4,74,1
7.76,118,9,6,1,4,92,1
6.98,123,6,1,2,3,60,1
6.01,91,8,8,0,4,73,1
5.37,108,5,3,1,5,61,1
9.95,94,6,1,2,1,69,1
9.9,103,1,3,0,1,71,1
5.03,104,5,7,3,2,61,1
7.16,134,4,9,2,2,99,1
7.29,117,8,3,2,0,99,1
6.04,119,7,4,0,6,81,1
6.4,122,8,2,1,0,98,1
9.7,120,6,2,2,1,70,1
6.92,91,2,8,1,3,65,1
9.32,111,6,8,1,3,94,1
9.56,89,7,9,0,2,71,1
7.98,139,2,6,0,3,81,1
8.66,94,3,10,3,3,97,1
8.63,117,8,7,1,4,65,1
6.27,114,8,7,1,6,85,1
9.32,119,5,10,1,2,63,1
5.28,89,6,6,1,3,85,1
6.21,90,8,9,0,2,77,1
7.48,126,2,8,0,1,70,1
5.95,85,6,10,0,4,60,1
7.91,124,6,6,2,4,62,1
9.85,119,9,5,0,6,76,1
5.16,129,2,3,0,4,97,0
7.58,114,8,5,2,5,95,1
5.57,104,1,1,2,5,98,1
7.67,84,5,6,2,5,64,1
6.25,123,8,4,3,5,63,1
5.58,122,9,2,0,2,81,1
7.46,118,1,9,2,5,65,1
9.56,131,4,1,2,5,99,1
5.49,108,9,9,2,0,81,1
9.47,86,5,9,3,6,78,1
5.5,130,4,2,2,2,79,1
8.02,139,10,2,1,3,73,1
9.33,133,3,1,2,5,79,1
6.88,122,2,1,2,3,86,1
9.89,100,1,5,2,4,94,1
6.78,123,1,9,1,6,67,1
9.49,123,5,9,3,2,89,1
9.1,118,9,3,2,6,91,1
9.68,140,1,6,0,1,92,1
8.11,133,4,5,3,5,68,1
9.24,112,5,8,2,4,70,1
7.36,95,5,8,3,3,64,1
9.24,138,3,10,2,6,100,1
9.17,114,6,7,3,5,90,1
9.96,134,10,6,0,6,97,1
6.42,85,1,3,0,6,87,1
6.49,134,9,3,2,2,86,1
6.77,87,7,10,2,0,83,1
5.21,91,9,8,2,2,99,1
6.89,105,8,8,1,0,85,1
8.58,100,1,9,3,3,90,1
7.89,136,5,4,0,2,94,1
9.09,130,10,4,0,4,93,1
6.51,117,7,5,0,6,93,1
7.93,138,9,10,0,3,92,1
8.3,136,2,10,0,1,92,1
5.56,97,4,9,3,5,99,1
9.68,109,8,5,2,0,100,1
9.21,117,7,7,0,6,76,1
9.14,87,9,4,0,4,68,1
5.73,92,2,3,0,1,72,0
8.79,94,2,7,1,6,73,1
5.54,85,1,7,1,6,74,1
6.7,88,7,4,0,1,62,0
5.99,139,5,4,2,6,85,1
9.59,118,7,10,2,0,99,1
9.32,97,6,8,3,0,79,1
9.31,88,3,7,3,6,63,1
5.74,104,3,9,3,6,89,1
6.07,92,2,10,0,3,81,1
7.63,132,7,1,1,5,75,1
8.52,119,5,9,1,3,78,1
5.7,103,10,6,3,2,64,1
5.61,117,5,6,0,5,88,1
8.41,113,2,6,3,1,81,1
6.67,132,1,3,2,4,92,1
5.26,123,4,5,3,0,87,1
8.38,115,1,5,2,2,91,1
6.03,110,3,7,2,6,87,1
7.82,124,6,1,0,3,81,1
9.68,114,6,9,3,4,74,1
6.24,98,2,8,0,6,61,1
6.51,137,9,2,1,1,71,1
6.63,102,6,6,0,3,90,1
9.78,104,6,6,1,3,85,1
7.57,131,6,6,1,4,66,1
5.8,117,10,9,2,4,98,1
8.35,99,10,9,2,0,73,1
9.91,118,1,5,2,1,78,1
6.18,124,3,9,2,4,92,1
6.59,106,7,10,2,5,68,1
9.54,87,7,7,1,5,79,1
7.17,127,7,9,2,6,71,1
5.53,116,8,1,2,3,86,1
6.13,86,4,3,0,4,89,0
7.16,137,9,3,2,1,98,1
7.31,108,6,8,0,6,60,1
7.86,89,3,3,3,2,87,1
8.59,91,3,3,1,5,68,1
6.47,130,10,9,3,3,63,1
7.57,106,10,2,3,3,92,1
7.89,90,2,4,3,2,72,1
6.3,119,10,5,3,0,63,1
6.93,99,2,3,3,0,72,1
7.7,87,10,9,3,6,72,1
5.23,121,9,3,0,6,65,1
6.41,108,5,3,1,2,89,1
6.84,94,5,6,1,0,86,1
9.39,81,3,8,2,0,96,1
6.93,86,9,10,0,1,72,1
8.95,113,1,4,3,2,74,1
6.81,90,2,10,2,5,67,1
6.03,123,7,9,3,2,98,1
5.03,99,6,6,1,4,98,1
9.34,85,2,1,1,2,88,1
9.7,91,3,8,1,1,64,1
8.29,138,3,7,2,0,97,1
5.37,84,6,1,3,4,78,1
6.6,124,6,3,0,6,87,1
5.55,88,3,5,2,3,81,1
5.11,93,1,8,1,4,92,1
9.28,129,9,10,3,4,72,1
8.53,99,7,3,2,1,61,1
6.56,131,1,1,2,1,94,1
7.52,112,9,9,1,4,92,1
5.23,138,7,10,3,2,87,1
6.3,126,6,3,3,3,93,1
9.05,92,8,9,1,6,74,1
6.26,107,9,9,0,5,64,1
6.25,95,5,2,1,6,90,1
5.9,116,5,6,1,4,94,1
5.2,119,8,5,0,1,67,0
9.18,83,5,7,0,2,73,1
7.92,114,7,6,3,5,75,1
8.7,105,4,10,2,2,81,1
6.83,80,10,3,3,4,64,1
7.55,121,1,2,1,4,75,1
8.99,94,2,8,0,1,79,1
5.55,80,8,7,3,1,67,1
7.89,112,8,7,1,6,99,1
6.51,132,3,5,1,4,83,1
9.97,109,2,4,1,5,75,1
6.69,114,3,6,0,2,81,1
9.55,122,1,8,3,3,96,1
5.87,92,6,7,0,0,88,1
9.37,128,2,9,2,5,80,1
6.64,131,2,1,2,2,65,1
8.05,105,4,10,2,1,94,1
8.35,85,7,4,3,0,74,1
8.51,108,5,1,1,1,94,1
5.21,122,5,2,3,5,67,1
7.57,109,4,3,0,2,80,1
5.8,122,3,4,3,3,62,1
7.88,127,6,9,0,0,91,1
9.76,105,10,7,2,3,65,1
5.99,120,8,7,0,0,70,1
9.97,140,7,2,0,5,95,1
7.65,132,9,9,3,4,84,1
8.77,111,1,7,0,0,69,1
8.61,113,2,6,3,2,62,1
6.1,117,5,7,0,6,83,1
8.37,83,7,1,1,1,90,1
5.49,138,2,2,2,6,77,1
6.88,114,2,5,3,6,94,1
9.64,119,1,4,1,6,71,1
9.8,89,4,3,3,2,98,1
8.29,112,3,4,3,6,87,1
7.93,93,10,2,2,3,76,1
7.62,86,5,3,3,6,66,1
5.93,80,9,1,2,5,96,1
5.53,83,4,2,2,6,80,1
6.83,86,6,9,0,5,88,1
7.42,82,3,10,0,0,92,1
9.3,103,4,1,1,0,60,1
5.1,134,9,8,2,1,89,1
8.51,128,1,2,3,5,89,1
9.44,82,10,9,1,2,99,1
9.55,124,10,3,1,4,90,1
6.32,94,9,3,3,2,81,1
7.77,127,8,6,1,5,89,1
9.25,82,4,3,0,0,83,1
7.23,97,9,2,1,4,92,1
7.65,98,3,2,2,1,87,1
7.61,87,8,2,0,5,98,1
8.91,126,10,2,0,6,89,1
6.07,106,7,3,2,6,100,1
6.99,139,9,3,2,5,95,1
9.86,105,2,7,0,1,61,1
5.64,92,7,2,2,2,86,1
5.94,107,5,9,3,6,92,1
6.05,132,8,4,1,5,92,1
9.09,119,3,3,0,3,81,1
6.99,124,3,9,0,5,97,1
8.85,134,4,10,3,0,97,1
9.06,119,1,5,2,2,79,1
8.28,93,4,4,1,1,70,1
5.31,112,8,7,1,6,91,1
8.24,111,8,10,0,3,90,1
8.62,85,2,4,1,3,75,1
6.36,82,7,4,0,6,82,1
5.83,82,5,10,0,4,79,1
9.44,135,10,9,2,3,78,1
9.63,130,10,6,3,6,71,1
6.35,94,8,8,0,5,84,1
8.02,92,6,8,1,1,84,1
5.03,81,3,9,0,4,97,1
6.55,92,10,4,3,4,98,1
5.57,136,9,5,0,3,77,1
8.9,118,4,2,1,5,88,1
5.54,94,5,1,0,0,97,0
7.32,119,10,7,1,0,99,1
7.0,98,6,1,1,6,73,1
5.22,96,3,2,3,6,88,1
6.36,82,8,5,3,0,64,1
7.9,87,7,9,0,1,87,1
9.92,137,3,10,3,4,83,1
9.89,136,6,9,3,4,82,1
9.4,106,3,2,0,6,91,1
7.49,96,4,10,3,6,94,1
8.8,83,6,7,1,2,81,1
8.89,132,4,4,1,3,65,1
8.85,118,2,10,1,2,69,1
9.27,100,8,2,1,6,78,1
5.13,80,8,3,2,5,68,1
5.41,84,8,1,2,3,86,1
6.03,82,5,2,0,1,96,0
7.68,112,4,2,3,2,62,1
7.23,124,3,1,1,4,80,1
6.08,128,4,3,1,2,87,1
7.71,121,3,5,0,5,98,1
6.88,101,7,6,3,5,96,1
6.94,100,1,1,1,6,87,1
6.03,120,10,4,3,6,63,1
5.02,140,5,4,0,6,93,1
8.53,103,7,1,1,3,69,1
8.74,84,5,3,0,2,90,1
8.08,118,2,7,2,2,90,1
6.54,130,5,6,0,4,67,1
7.52,111,5,10,2,1,81,1
7.76,81,10,7,0,5,84,1
8.94,116,9,7,0,4,93,1
9.27,125,1,8,3,1,81,1
6.27,129,2,1,3,4,71,1
9.27,90,6,1,0,4,93,1
8.67,86,3,4,0,1,60,1
9.73,136,9,10,1,2,71,1
6.11,91,3,3,2,0,71,1
8.99,88,7,10,3,2,73,1
6.2,116,8,8,3,6,62,1
8.78,106,5,9,2,5,88,1
9.88,138,9,5,3,4,72,1
7.75,111,6,2,1,2,78,1
7.75,116,1,6,0,1,87,1
8.25,110,5,6,2,3,82,1
9.36,104,7,4,2,1,95,1
9.24,134,2,10,1,2,94,1
5.7,85,5,4,2,4,95,1
5.67,82,1,8,3,5,63,1
5.38,92,8,9,2,0,66,1
7.65,85,2,10,0,2,76,1
8.99,99,7,7,0,1,77,1
6.54,104,2,2,0,5,96,1
5.79,99,8,6,0,4,72,1
5.68,103,10,6,2,2,64,1
6.6,91,5,2,1,2,71,1
5.33,107,9,10,1,2,95,1
6.47,108,9,6,3,5,84,1
5.98,109,2,1,3,1,63,1
6.54,112,9,5,2,2,68,1
5.55,126,6,7,1,2,75,1
8.79,92,6,1,2,3,74,1
7.35,104,1,5,0,6,96,1
7.6,135,10,4,3,0,69,1
8.25,84,10,7,3,1,98,1
8.19,130,4,7,1,0,70,1
5.85,99,7,8,3,5,76,1
5.06,85,6,9,1,4,69,1
6.93,121,5,5,2,2,64,1
6.12,84,1,3,3,4,61,1
5.43,118,6,2,2,0,64,0
7.15,115,4,7,0,0,63,1
8.31,90,9,1,1,1,60,1
8.9,119,4,10,3,4,89,1
9.84,99,5,5,3,1,69,1
8.94,103,8,8,2,0,72,1
6.48,96,4,2,3,1,82,1
9.76,81,6,3,0,4,76,1
9.27,120,9,9,2,5,65,1
6.52,110,5,8,0,3,91,1
8.82,108,1,4,2,2,86,1
9.19,103,6,5,2,2,95,1
9.61,109,8,6,2,5,92,1
5.57,82,6,4,3,5,66,1
9.29,90,9,7,2,0,91,1
5.15,117,1,5,1,5,67,1
9.2,123,7,1,1,3,89,1
7.35,86,10,10,2,2,92,1
8.86,133,7,4,0,4,67,1
9.15,136,4,3,3,5,98,1
8.92,99,7,10,3,1,80,1
5.54,119,3,9,0,5,88,1
5.2,108,2,4,0,0,91,0
5.58,94,1,4,0,3,76,0
9.54,116,1,8,3,4,66,1
7.3,118,6,7,0,1,79,1
5.16,95,8,3,0,1,92,1
6.21,129,5,5,3,0,67,1
8.7,112,10,3,0,1,61,1
7.92,129,7,1,0,4,76,1
8.75,99,9,6,2,1,73,1
5.52,129,10,7,2,1,67,1
7.01,120,9,2,2,4,85,1
7.45,105,8,1,1,1,98,1
8.7,80,3,8,2,6,63,1
6.27,138,2,5,1,1,70,1
6.58,87,1,5,2,0,60,1
9.37,121,9,4,0,3,61,1
9.74,83,6,5,2,4,65,1
7.39,100,2,9,1,3,60,1
5.05,98,6,10,0,3,94,1
8.13,115,8,6,3,0,92,1
6.32,113,10,2,3,0,63,1
7.95,88,9,10,3,4,82,1
9.52,101,9,6,3,6,94,1
8.86,91,9,7,2,6,80,1
5.06,97,2,10,0,6,97,1
9.74,101,9,4,2,0,63,1
6.71,113,1,10,2,6,93,1
7.64,116,6,3,1,4,67,1
8.47,100,9,2,0,4,87,1
8.92,85,5,5,3,6,93,1
6.17,101,8,10,2,6,74,1
5.29,83,9,10,1,2,63,1
6.75,96,7,4,0,3,100,1
8.61,103,4,4,0,1,72,1
8.05,112,5,4,2,1,91,1
9.22,123,1,6,3,1,65,1
5.36,132,4,4,1,0,94,1
6.44,132,10,8,0,2,78,1
6.38,131,7,8,1,3,71,1
6.71,96,4,5,1,2,60,1
9.28,85,6,8,3,0,98,1
5.16,93,2,2,1,3,75,0
7.77,126,2,5,3,1,87,1
6.43,99,7,3,2,3,62,1
5.31,111,7,3,2,4,98,1
7.87,124,3,6,3,3,100,1
9.99,83,9,1,0,0,94,1
7.83,126,3,7,0,3,84,1
6.08,114,5,7,2,2,92,1
9.7,90,7,2,2,1,62,1
9.63,91,8,1,0,4,84,1
9.94,131,6,8,2,5,88,1
6.4,99,4,5,3,4,69,1
9.0,130,10,10,2,3,69,1
7.99,95,7,4,1,5,91,1
9.16,111,9,4,0,4,74,1
6.09,129,4,10,0,6,63,1
9.24,95,3,5,3,6,97,1
5.81,132,3,9,2,5,60,1
6.75,113,3,6,2,2,60,1
6.44,98,3,5,0,4,76,1
8.48,83,7,7,0,3,95,1
9.37,120,8,9,0,0,68,1
7.09,94,4,2,3,4,64,1
6.48,87,3,6,2,0,73,1
6.57,117,2,4,1,5,62,1
8.82,114,6,10,0,2,69,1
7.11,127,5,7,3,3,93,1
7.15,130,7,9,0,2,73,1
7.13,99,4,5,1,3,96,1
5.27,136,8,6,2,0,98,1
8.78,124,8,7,1,2,92,1
5.21,93,1,6,1,4,65,0
6.94,94,6,5,2,1,95,1
7.65,133,8,10,3,0,80,1
6.79,88,9,2,3,4,92,1
8.53,134,1,8,1,6,95,1
8.72,117,3,1,2,6,99,1
9.62,136,7,10,1,0,91,1
6.83,108,8,6,3,2,69,1
7.16,121,3,3,2,5,87,1
9.17,122,10,7,2,5,75,1
9.27,94,8,1,2,6,83,1
5.01,109,6,9,0,2,75,1
6.56,102,1,10,0,1,71,1
5.4,127,7,7,3,4,69,1
9.98,82,8,8,0,0,72,1
6.34,138,3,3,2,1,78,1
6.36,107,8,10,3,5,97,1
7.31,109,2,3,0,1,68,0
9.98,135,9,3,2,5,90,1
5.45,131,10,7,3,0,100,1
9.08,97,8,9,1,3,78,1
5.42,104,6,1,3,0,66,1
8.22,95,5,2,0,5,81,1
7.24,140,10,8,2,0,71,1
7.75,131,2,5,2,3,89,1
8.51,130,10,5,0,4,65,1
8.41,106,7,3,0,4,72,1
8.07,117,10,6,2,2,74,1
6.47,105,8,3,2,6,88,1
5.55,114,9,10,3,4,80,1
6.42,138,7,7,3,1,97,1
5.84,134,7,8,3,0,78,1
6.19,121,6,10,3,2,65,1
7.09,112,5,7,1,2,62,1
9.78,130,1,10,0,2,80,1
6.59,136,7,10,2,1,97,1
8.73,81,6,6,1,4,62,1
7.66,129,1,10,2,4,77,1
5.51,116,6,8,0,2,60,1
9.51,88,3,9,1,6,95,1
9.43,115,4,9,1,2,96,1
8.79,103,10,5,1,2,63,1
9.48,82,4,1,1,0,99,1
6.2,114,7,9,2,0,61,1
7.5,123,5,5,1,6,89,1
8.62,102,9,3,3,4,86,1
6.49,109,10,9,0,5,95,1
5.88,133,7,7,0,5,88,1
7.75,137,8,1,1,6,87,1
5.54,97,10,1,3,5,64,1
7.51,112,1,5,2,5,61,1
8.52,90,6,9,3,2,100,1
8.73,130,7,2,0,3,84,1
7.37,98,5,1,3,1,82,1
7.49,119,3,1,0,4,70,1
7.24,134,9,1,2,5,70,1
7.95,134,4,3,0,1,70,1
7.35,94,9,3,2,6,64,1
9.97,89,5,4,2,1,72,1
8.87,102,2,5,0,6,98,1
6.09,103,10,7,2,1,92,1
6.18,115,4,4,0,5,94,1
8.44,128,4,1,3,0,94,1
8.89,86,1,3,0,2,90,1
8.18,110,7,10,3,6,85,1
9.69,138,7,7,1,5,62,1
7.17,117,8,2,3,1,68,1
7.85,122,6,10,3,0,79,1
9.09,95,1,6,3,0,89,1
7.24,129,1,4,0,0,95,1
7.76,83,1,9,0,3,87,1
5.32,135,3,10,1,3,78,1
6.69,113,3,7,3,3,95,1
5.02,120,3,9,0,1,89,1
6.33,124,4,8,1,5,96,1
6.0,107,8,10,2,1,71,1
6.58,113,3,1,0,0,81,0
7.72,86,6,4,3,5,82,1
7.21,113,10,2,3,3,97,1
7.07,139,8,10,2,1,71,1
9.12,130,7,7,1,3,64,1
5.44,123,2,9,1,2,90,1
7.52,111,7,3,3,3,66,1
7.18,86,5,10,2,1,88,1
9.25,137,9,9,1,5,79,1
7.34,100,3,4,0,5,84,1
7.97,116,9,9,2,3,65,1
8.56,120,10,3,0,1,74,1
7.2,135,4,4,1,6,68,1
8.51,130,5,3,3,5,95,1
7.7,107,2,10,2,3,80,1
8.74,121,6,3,0,6,95,1
6.51,102,9,7,3,2,94,1
9.84,139,8,5,1,4,84,1
8.01,111,10,1,3,6,86,1
5.98,123,6,6,0,4,94,1
6.45,110,9,10,3,0,66,1
6.29,81,10,8,3,3,82,1
9.45,107,2,4,3,0,61,1
9.55,124,6,7,2,2,69,1
7.19,130,8,1,1,1,66,1
6.08,89,3,4,0,5,99,1
5.49,111,4,4,0,2,85,1
8.42,126,2,6,3,5,90,1
9.95,82,5,3,2,0,63,1
5.83,133,10,1,1,4,89,1
5.3,105,2,5,1,4,71,1
6.38,126,7,5,1,4,83,1
8.71,103,8,1,0,6,63,1
6.48,82,10,2,0,4,100,1
7.2,100,3,2,3,1,79,1
6.52,114,2,5,2,6,80,1
7.9,105,3,1,3,1,96,1
8.59,86,10,10,2,2,97,1
5.54,80,7,9,2,1,89,1
5.35,98,2,2,3,5,63,1
8.27,112,9,6,3,5,93,1
8.9,134,9,9,0,1,86,1
6.96,123,3,6,2,1,83,1
8.9,140,5,10,1,5,87,1
8.2,83,1,3,3,3,86,1
8.71,106,8,10,3,0,60,1
9.48,134,1,9,1,2,71,1
5.1,101,1,4,3,3,60,1
8.4,80,10,10,1,2,70,1
9.82,131,5,3,3,4,90,1
5.02,82,5,9,0,5,84,1
7.3,127,7,7,2,4,77,1
8.06,100,2,3,3,4,62,1
5.07,85,10,1,3,4,84,1
8.24,137,3,6,2,0,73,1
8.05,106,9,6,2,3,99,1
9.03,109,8,8,2,1,99,1
6.92,132,1,10,3,6,92,1
9.11,114,2,5,1,4,80,1
5.97,117,9,8,1,1,68,1
6.85,126,7,1,3,5,73,1
9.72,80,10,10,3,3,84,1
9.81,125,6,5,1,6,93,1
6.17,94,8,7,0,0,79,1
9.37,127,2,8,1,4,72,1
6.73,128,7,2,1,2,66,1
8.42,129,6,4,3,4,92,1
6.14,89,2,7,1,6,79,1
8.03,89,6,1,0,0,87,1
